id,title,abstract,authors,published_date,source,url,domain_task
554,Hookpad Aria: A Copilot for Songwriters,"We present Hookpad Aria, a generative AI system designed to assist musicians
in writing Western pop songs. Our system is seamlessly integrated into Hookpad,
a web-based editor designed for the composition of lead sheets: symbolic music
scores that describe melody and harmony. Hookpad Aria has numerous generation
capabilities designed to assist users in non-sequential composition workflows,
including: (1) generating left-to-right continuations of existing material, (2)
filling in missing spans in the middle of existing material, and (3) generating
harmony from melody and vice versa. Hookpad Aria is also a scalable data
flywheel for music co-creation -- since its release in March 2024, Aria has
generated 318k suggestions for 3k users who have accepted 74k into their songs.
  More information about Hookpad Aria is available at
https://www.hooktheory.com/hookpad/aria","Chris Donahue, Shih-Lun Wu, Yewon Kim, Dave Carlton, Ryan Miyakawa, John Thickstun",2025-02-12 05:03:49.000000,arXiv,http://arxiv.org/abs/2502.08122v1,Other
555,Generative AI-Enhanced Cooperative MEC of UAVs and Ground Stations for Unmanned Surface Vehicles,"The increasing deployment of unmanned surface vehicles (USVs) require
computational support and coverage in applications such as maritime search and
rescue. Unmanned aerial vehicles (UAVs) can offer low-cost, flexible aerial
services, and ground stations (GSs) can provide powerful supports, which can
cooperate to help the USVs in complex scenarios. However, the collaboration
between UAVs and GSs for USVs faces challenges of task uncertainties, USVs
trajectory uncertainties, heterogeneities, and limited computational resources.
To address these issues, we propose a cooperative UAV and GS based robust
multi-access edge computing framework to assist USVs in completing
computational tasks. Specifically, we formulate the optimization problem of
joint task offloading and UAV trajectory to minimize the total execution time,
which is in the form of mixed integer nonlinear programming and NP-hard to
tackle. Therefore, we propose the algorithm of generative artificial
intelligence-enhanced heterogeneous agent proximal policy optimization
(GAI-HAPPO). The proposed algorithm integrates GAI models to enhance the actor
network ability to model complex environments and extract high-level features,
thereby allowing the algorithm to predict uncertainties and adapt to dynamic
conditions. Additionally, GAI stabilizes the critic network, addressing the
instability of multi-agent reinforcement learning approaches. Finally,
extensive simulations demonstrate that the proposed algorithm outperforms the
existing benchmark methods, thus highlighting the potentials in tackling
intricate, cross-domain issues in the considered scenarios.","Jiahao You, Ziye Jia, Chao Dong, Qihui Wu, Zhu Han",2025-02-12 04:42:59.000000,arXiv,http://arxiv.org/abs/2502.08119v1,Artificial Intelligence
556,Neuromorphic Digital-Twin-based Controller for Indoor Multi-UAV Systems Deployment,"Presented study introduces a novel distributed cloud-edge framework for
autonomous multi-UAV systems that combines the computational efficiency of
neuromorphic computing with nature-inspired control strategies. The proposed
architecture equips each UAV with an individual Spiking Neural Network (SNN)
that learns to reproduce optimal control signals generated by a cloud-based
controller, enabling robust operation even during communication interruptions.
By integrating spike coding with nature-inspired control principles inspired by
Tilapia fish territorial behavior, our system achieves sophisticated formation
control and obstacle avoidance in complex urban environments. The distributed
architecture leverages cloud computing for complex calculations while
maintaining local autonomy through edge-based SNNs, significantly reducing
energy consumption and computational overhead compared to traditional
centralized approaches. Our framework addresses critical limitations of
conventional methods, including the dependency on pre-modeled environments,
computational intensity of traditional methods, and local minima issues in
potential field approaches. Simulation results demonstrate the system's
effectiveness across two different scenarios. First, the indoor deployment of a
multi-UAV system made-up of 15 UAVs. Then the collision-free formation control
of a moving UAV flock including 6 UAVs considering the obstacle avoidance.
Owing to the sparsity of spiking patterns, and the event-based nature of SNNs
in average for the whole group of UAVs, the framework achieves almost 90%
reduction in computational burden compared to traditional von Neumann
architectures implementing traditional artificial neural networks.","Reza Ahmadvand, Sarah Safura Sharif, Yaser Mike Banad",2025-02-12 04:36:53.000000,arXiv,http://arxiv.org/abs/2502.08115v1,Neural Networks
557,HuDEx: Integrating Hallucination Detection and Explainability for Enhancing the Reliability of LLM responses,"Recent advances in large language models (LLMs) have shown promising
improvements, often surpassing existing methods across a wide range of
downstream tasks in natural language processing. However, these models still
face challenges, which may hinder their practical applicability. For example,
the phenomenon of hallucination is known to compromise the reliability of LLMs,
especially in fields that demand high factual precision. Current benchmarks
primarily focus on hallucination detection and factuality evaluation but do not
extend beyond identification. This paper proposes an explanation enhanced
hallucination-detection model, coined as HuDEx, aimed at enhancing the
reliability of LLM-generated responses by both detecting hallucinations and
providing detailed explanations. The proposed model provides a novel approach
to integrate detection with explanations, and enable both users and the LLM
itself to understand and reduce errors. Our measurement results demonstrate
that the proposed model surpasses larger LLMs, such as Llama3 70B and GPT-4, in
hallucination detection accuracy, while maintaining reliable explanations.
Furthermore, the proposed model performs well in both zero-shot and other test
environments, showcasing its adaptability across diverse benchmark datasets.
The proposed approach further enhances the hallucination detection research by
introducing a novel approach to integrating interpretability with hallucination
detection, which further enhances the performance and reliability of evaluating
hallucinations in language models.","Sujeong Lee, Hayoung Lee, Seongsoo Heo, Wonik Choi",2025-02-12 04:17:02.000000,arXiv,http://arxiv.org/abs/2502.08109v1,Natural Language Processing
558,Generative AI and Empirical Software Engineering: A Paradigm Shift,"The widespread adoption of generative AI in software engineering marks a
paradigm shift, offering new opportunities to design and utilize software
engineering tools while influencing both developers and the artifacts they
create. Traditional empirical methods in software engineering, including
quantitative, qualitative, and mixed-method approaches, are well established.
However, this paradigm shift introduces novel data types and redefines many
concepts in the software engineering process. The roles of developers, users,
agents, and researchers increasingly overlap, blurring the distinctions between
these social and technical actors within the field.
  This paper examines how integrating AI into software engineering challenges
traditional research paradigms. It focuses on the research phenomena that we
investigate, the methods and theories that we employ, the data we analyze, and
the threats to validity that emerge in this new context. Through this
exploration, our goal is to understand how AI adoption disrupts established
software development practices that creates new opportunities for empirical
software engineering research.","Christoph Treude, Margaret-Anne Storey",2025-02-12 04:13:07.000000,arXiv,http://arxiv.org/abs/2502.08108v1,Other
559,PoGDiff: Product-of-Gaussians Diffusion Models for Imbalanced Text-to-Image Generation,"Diffusion models have made significant advancements in recent years. However,
their performance often deteriorates when trained or fine-tuned on imbalanced
datasets. This degradation is largely due to the disproportionate
representation of majority and minority data in image-text pairs. In this
paper, we propose a general fine-tuning approach, dubbed PoGDiff, to address
this challenge. Rather than directly minimizing the KL divergence between the
predicted and ground-truth distributions, PoGDiff replaces the ground-truth
distribution with a Product of Gaussians (PoG), which is constructed by
combining the original ground-truth targets with the predicted distribution
conditioned on a neighboring text embedding. Experiments on real-world datasets
demonstrate that our method effectively addresses the imbalance problem in
diffusion models, improving both generation accuracy and quality.","Ziyan Wang, Sizhe Wei, Xiaoming Huo, Hao Wang",2025-02-12 04:07:14.000000,arXiv,http://arxiv.org/abs/2502.08106v1,Machine Learning
560,Out-of-Distribution Detection on Graphs: A Survey,"Graph machine learning has witnessed rapid growth, driving advancements
across diverse domains. However, the in-distribution assumption, where training
and testing data share the same distribution, often breaks in real-world
scenarios, leading to degraded model performance under distribution shifts.
This challenge has catalyzed interest in graph out-of-distribution (GOOD)
detection, which focuses on identifying graph data that deviates from the
distribution seen during training, thereby enhancing model robustness. In this
paper, we provide a rigorous definition of GOOD detection and systematically
categorize existing methods into four types: enhancement-based,
reconstruction-based, information propagation-based, and classification-based
approaches. We analyze the principles and mechanisms of each approach and
clarify the distinctions between GOOD detection and related fields, such as
graph anomaly detection, outlier detection, and GOOD generalization. Beyond
methodology, we discuss practical applications and theoretical foundations,
highlighting the unique challenges posed by graph data. Finally, we discuss the
primary challenges and propose future directions to advance this emerging
field. The repository of this survey is available at
https://github.com/ca1man-2022/Awesome-GOOD-Detection.","Tingyi Cai, Yunliang Jiang, Yixin Liu, Ming Li, Changqin Huang, Shirui Pan",2025-02-12 04:07:12.000000,arXiv,http://arxiv.org/abs/2502.08105v1,Machine Learning
561,Rethinking Tokenized Graph Transformers for Node Classification,"Node tokenized graph Transformers (GTs) have shown promising performance in
node classification. The generation of token sequences is the key module in
existing tokenized GTs which transforms the input graph into token sequences,
facilitating the node representation learning via Transformer. In this paper,
we observe that the generations of token sequences in existing GTs only focus
on the first-order neighbors on the constructed similarity graphs, which leads
to the limited usage of nodes to generate diverse token sequences, further
restricting the potential of tokenized GTs for node classification. To this
end, we propose a new method termed SwapGT. SwapGT first introduces a novel
token swapping operation based on the characteristics of token sequences that
fully leverages the semantic relevance of nodes to generate more informative
token sequences. Then, SwapGT leverages a Transformer-based backbone to learn
node representations from the generated token sequences. Moreover, SwapGT
develops a center alignment loss to constrain the representation learning from
multiple token sequences, further enhancing the model performance. Extensive
empirical results on various datasets showcase the superiority of SwapGT for
node classification.","Jinsong Chen, Chenyang Li, GaiChao Li, John E. Hopcroft, Kun He",2025-02-12 03:56:35.000000,arXiv,http://arxiv.org/abs/2502.08101v1,Machine Learning
562,Unsupervised categorization of similarity measures,"In general, objects can be distinguished on the basis of their features, such
as color or shape. In particular, it is assumed that similarity judgments about
such features can be processed independently in different metric spaces.
However, the unsupervised categorization mechanism of metric spaces
corresponding to object features remains unknown. Here, we show that the
artificial neural network system can autonomously categorize metric spaces
through representation learning to satisfy the algebraic independence between
neural networks, and project sensory information onto multiple high-dimensional
metric spaces to independently evaluate the differences and similarities
between features. Conventional methods often constrain the axes of the latent
space to be mutually independent or orthogonal. However, the independent axes
are not suitable for categorizing metric spaces. High-dimensional metric spaces
that are independent of each other are not uniquely determined by the mutually
independent axes, because any combination of independent axes can form mutually
independent spaces. In other words, the mutually independent axes cannot be
used to naturally categorize different feature spaces, such as color space and
shape space. Therefore, constraining the axes to be mutually independent makes
it difficult to categorize high-dimensional metric spaces. To overcome this
problem, we developed a method to constrain only the spaces to be mutually
independent and not the composed axes to be independent. Our theory provides
general conditions for the unsupervised categorization of independent metric
spaces, thus advancing the mathematical theory of functional differentiation of
neural networks.","Yoshiyuki Ohmura, Wataru Shimaya, Yasuo Kuniyoshi",2025-02-12 03:52:47.000000,arXiv,http://arxiv.org/abs/2502.08098v1,Machine Learning
563,ID-Cloak: Crafting Identity-Specific Cloaks Against Personalized Text-to-Image Generation,"Personalized text-to-image models allow users to generate images of new
concepts from several reference photos, thereby leading to critical concerns
regarding civil privacy. Although several anti-personalization techniques have
been developed, these methods typically assume that defenders can afford to
design a privacy cloak corresponding to each specific image. However, due to
extensive personal images shared online, image-specific methods are limited by
real-world practical applications. To address this issue, we are the first to
investigate the creation of identity-specific cloaks (ID-Cloak) that safeguard
all images belong to a specific identity. Specifically, we first model an
identity subspace that preserves personal commonalities and learns diverse
contexts to capture the image distribution to be protected. Then, we craft
identity-specific cloaks with the proposed novel objective that encourages the
cloak to guide the model away from its normal output within the subspace.
Extensive experiments show that the generated universal cloak can effectively
protect the images. We believe our method, along with the proposed
identity-specific cloak setting, marks a notable advance in realistic privacy
protection.","Qianrui Teng, Xing Cui, Xuannan Liu, Peipei Li, Zekun Li, Huaibo Huang, Ran He",2025-02-12 03:52:36.000000,arXiv,http://arxiv.org/abs/2502.08097v1,Computer Vision
564,Ground-Optimized 4D Radar-Inertial Odometry via Continuous Velocity Integration using Gaussian Process,"Radar ensures robust sensing capabilities in adverse weather conditions, yet
challenges remain due to its high inherent noise level. Existing radar odometry
has overcome these challenges with strategies such as filtering spurious
points, exploiting Doppler velocity, or integrating with inertial measurements.
This paper presents two novel improvements beyond the existing radar-inertial
odometry: ground-optimized noise filtering and continuous velocity
preintegration. Despite the widespread use of ground planes in LiDAR odometry,
imprecise ground point distributions of radar measurements cause naive plane
fitting to fail. Unlike plane fitting in LiDAR, we introduce a zone-based
uncertainty-aware ground modeling specifically designed for radar. Secondly, we
note that radar velocity measurements can be better combined with IMU for a
more accurate preintegration in radar-inertial odometry. Existing methods often
ignore temporal discrepancies between radar and IMU by simplifying the
complexities of asynchronous data streams with discretized propagation models.
Tackling this issue, we leverage GP and formulate a continuous preintegration
method for tightly integrating 3-DOF linear velocity with IMU, facilitating
full 6-DOF motion directly from the raw measurements. Our approach demonstrates
remarkable performance (less than 1% vertical drift) in public datasets with
meticulous conditions, illustrating substantial improvement in elevation
accuracy. The code will be released as open source for the community:
https://github.com/wooseongY/Go-RIO.","Wooseong Yang, Hyesu Jang, Ayoung Kim",2025-02-12 03:34:25.000000,arXiv,http://arxiv.org/abs/2502.08093v1,Robotics
565,GCoT: Chain-of-Thought Prompt Learning for Graphs,"Chain-of-thought (CoT) prompting has achieved remarkable success in natural
language processing (NLP). However, its vast potential remains largely
unexplored for graphs. This raises an interesting question: How can we design
CoT prompting for graphs to guide graph models to learn step by step? On one
hand, unlike natural languages, graphs are non-linear and characterized by
complex topological structures. On the other hand, many graphs lack textual
data, making it difficult to formulate language-based CoT prompting. In this
work, we propose the first CoT prompt learning framework for text-free graphs,
GCoT. Specifically, we decompose the adaptation process for each downstream
task into a series of inference steps, with each step consisting of
prompt-based inference, ``thought'' generation, and thought-conditioned prompt
learning. While the steps mimic CoT prompting in NLP, the exact mechanism
differs significantly. Specifically, at each step, an input graph, along with a
prompt, is first fed into a pre-trained graph encoder for prompt-based
inference. We then aggregate the hidden layers of the encoder to construct a
``thought'', which captures the working state of each node in the current step.
Conditioned on this thought, we learn a prompt specific to each node based on
the current state. These prompts are fed into the next inference step,
repeating the cycle. To evaluate and analyze the effectiveness of GCoT, we
conduct comprehensive experiments on eight public datasets, which demonstrate
the advantage of our approach.","Xingtong Yu, Chang Zhou, Zhongwei Kuai, Xinming Zhang, Yuan Fang",2025-02-12 03:33:06.000000,arXiv,http://arxiv.org/abs/2502.08092v1,Natural Language Processing
566,COutfitGAN: Learning to Synthesize Compatible Outfits Supervised by Silhouette Masks and Fashion Styles,"How to recommend outfits has gained considerable attention in both academia
and industry in recent years. Many studies have been carried out regarding
fashion compatibility learning, to determine whether the fashion items in an
outfit are compatible or not. These methods mainly focus on evaluating the
compatibility of existing outfits and rarely consider applying such knowledge
to 'design' new fashion items. We propose the new task of generating
complementary and compatible fashion items based on an arbitrary number of
given fashion items. In particular, given some fashion items that can make up
an outfit, the aim of this paper is to synthesize photo-realistic images of
other, complementary, fashion items that are compatible with the given ones. To
achieve this, we propose an outfit generation framework, referred to as
COutfitGAN, which includes a pyramid style extractor, an outfit generator, a
UNet-based real/fake discriminator, and a collocation discriminator. To train
and evaluate this framework, we collected a large-scale fashion outfit dataset
with over 200K outfits and 800K fashion items from the Internet. Extensive
experiments show that COutfitGAN outperforms other baselines in terms of
similarity, authenticity, and compatibility measurements.","Dongliang Zhou, Haijun Zhang, Qun Li, Jianghong Ma, Xiaofei Xu",2025-02-12 03:32:28.000000,arXiv,http://arxiv.org/abs/2502.08674v1,Computer Vision
567,High-Throughput SAT Sampling,"In this work, we present a novel technique for GPU-accelerated Boolean
satisfiability (SAT) sampling. Unlike conventional sampling algorithms that
directly operate on conjunctive normal form (CNF), our method transforms the
logical constraints of SAT problems by factoring their CNF representations into
simplified multi-level, multi-output Boolean functions. It then leverages
gradient-based optimization to guide the search for a diverse set of valid
solutions. Our method operates directly on the circuit structure of refactored
SAT instances, reinterpreting the SAT problem as a supervised multi-output
regression task. This differentiable technique enables independent bit-wise
operations on each tensor element, allowing parallel execution of learning
processes. As a result, we achieve GPU-accelerated sampling with significant
runtime improvements ranging from $33.6\times$ to $523.6\times$ over
state-of-the-art heuristic samplers. We demonstrate the superior performance of
our sampling method through an extensive evaluation on $60$ instances from a
public domain benchmark suite utilized in previous studies.","Arash Ardakani, Minwoo Kang, Kevin He, Qijing Huang, John Wawrzynek",2025-02-12 03:20:45.000000,arXiv,http://arxiv.org/abs/2502.08673v1,Artificial Intelligence
568,A Cooperative Bearing-Rate Approach for Observability-Enhanced Target Motion Estimation,"Vision-based target motion estimation is a fundamental problem in many
robotic tasks. The existing methods have the limitation of low observability
and, hence, face challenges in tracking highly maneuverable targets. Motivated
by the aerial target pursuit task where a target may maneuver in 3D space, this
paper studies how to further enhance observability by incorporating the
\emph{bearing rate} information that has not been well explored in the
literature. The main contribution of this paper is to propose a new cooperative
estimator called STT-R (Spatial-Temporal Triangulation with bearing Rate),
which is designed under the framework of distributed recursive least squares.
This theoretical result is further verified by numerical simulation and
real-world experiments. It is shown that the proposed STT-R algorithm can
effectively generate more accurate estimations and effectively reduce the lag
in velocity estimation, enabling tracking of more maneuverable targets.","Canlun Zheng, Hanqing Guo, Shiyu Zhao",2025-02-12 03:17:06.000000,arXiv,http://arxiv.org/abs/2502.08089v1,Robotics
569,Mixture of Decoupled Message Passing Experts with Entropy Constraint for General Node Classification,"The varying degrees of homophily and heterophily in real-world graphs
persistently constrain the universality of graph neural networks (GNNs) for
node classification. Adopting a data-centric perspective, this work reveals an
inherent preference of different graphs towards distinct message encoding
schemes: homophilous graphs favor local propagation, while heterophilous graphs
exhibit preference for flexible combinations of propagation and transformation.
To address this, we propose GNNMoE, a universal node classification framework
based on the Mixture-of-Experts (MoE) mechanism. The framework first constructs
diverse message-passing experts through recombination of fine-grained encoding
operators, then designs soft and hard gating layers to allocate the most
suitable expert networks for each node's representation learning, thereby
enhancing both model expressiveness and adaptability to diverse graphs.
Furthermore, considering that soft gating might introduce encoding noise in
homophilous scenarios, we introduce an entropy constraint to guide sharpening
of soft gates, achieving organic integration of weighted combination and Top-K
selection. Extensive experiments demonstrate that GNNMoE significantly
outperforms mainstream GNNs, heterophilous GNNs, and graph transformers in both
node classification performance and universality across diverse graph datasets.","Xuanze Chen, Jiajun Zhou, Jinsong Chen, Shanqing Yu, Qi Xuan",2025-02-12 03:10:26.000000,arXiv,http://arxiv.org/abs/2502.08083v1,Machine Learning
570,NLI under the Microscope: What Atomic Hypothesis Decomposition Reveals,"Decomposition of text into atomic propositions is a flexible framework
allowing for the closer inspection of input and output text. We use atomic
decomposition of hypotheses in two natural language reasoning tasks,
traditional NLI and defeasible NLI, to form atomic sub-problems, or granular
inferences that models must weigh when solving the overall problem. These
atomic sub-problems serve as a tool to further understand the structure of both
NLI and defeasible reasoning, probe a model's consistency and understanding of
different inferences, and measure the diversity of examples in benchmark
datasets. Our results indicate that LLMs still struggle with logical
consistency on atomic NLI and defeasible NLI sub-problems. Lastly, we identify
critical atomic sub-problems of defeasible NLI examples, or those that most
contribute to the overall label, and propose a method to measure the
inferential consistency of a model, a metric designed to capture the degree to
which a model makes consistently correct or incorrect predictions about the
same fact under different contexts.","Neha Srikanth, Rachel Rudinger",2025-02-12 02:54:12.000000,arXiv,http://arxiv.org/abs/2502.08080v1,Natural Language Processing
571,MAA: Meticulous Adversarial Attack against Vision-Language Pre-trained Models,"Current adversarial attacks for evaluating the robustness of vision-language
pre-trained (VLP) models in multi-modal tasks suffer from limited
transferability, where attacks crafted for a specific model often struggle to
generalize effectively across different models, limiting their utility in
assessing robustness more broadly. This is mainly attributed to the
over-reliance on model-specific features and regions, particularly in the image
modality. In this paper, we propose an elegant yet highly effective method
termed Meticulous Adversarial Attack (MAA) to fully exploit model-independent
characteristics and vulnerabilities of individual samples, achieving enhanced
generalizability and reduced model dependence. MAA emphasizes fine-grained
optimization of adversarial images by developing a novel resizing and sliding
crop (RScrop) technique, incorporating a multi-granularity similarity
disruption (MGSD) strategy. Extensive experiments across diverse VLP models,
multiple benchmark datasets, and a variety of downstream tasks demonstrate that
MAA significantly enhances the effectiveness and transferability of adversarial
attacks. A large cohort of performance studies is conducted to generate
insights into the effectiveness of various model configurations, guiding future
advancements in this domain.","Peng-Fei Zhang, Guangdong Bai, Zi Huang",2025-02-12 02:53:27.000000,arXiv,http://arxiv.org/abs/2502.08079v1,Computer Vision
572,Cascading Bandits Robust to Adversarial Corruptions,"Online learning to rank sequentially recommends a small list of items to
users from a large candidate set and receives the users' click feedback. In
many real-world scenarios, users browse the recommended list in order and click
the first attractive item without checking the rest. Such behaviors are usually
formulated as the cascade model. Many recent works study algorithms for
cascading bandits, an online learning to rank framework in the cascade model.
However, the performance of existing methods may drop significantly if part of
the user feedback is adversarially corrupted (e.g., click fraud). In this work,
we study how to resist adversarial corruptions in cascading bandits. We first
formulate the ``\textit{Cascading Bandits with Adversarial Corruptions}"" (CBAC)
problem, which assumes that there is an adaptive adversary that may manipulate
the user feedback. Then we propose two robust algorithms for this problem,
which assume the corruption level is known and agnostic, respectively. We show
that both algorithms can achieve logarithmic regret when the algorithm is not
under attack, and the regret increases linearly with the corruption level. The
experimental results also verify the robustness of our methods.","Jize Xie, Cheng Chen, Zhiyong Wang, Shuai Li",2025-02-12 02:44:41.000000,arXiv,http://arxiv.org/abs/2502.08077v1,Machine Learning
573,Knowledge Swapping via Learning and Unlearning,"We introduce \textbf{Knowledge Swapping}, a novel task designed to
selectively regulate knowledge of a pretrained model by enabling the forgetting
of user\-specified information, retaining essential knowledge, and acquiring
new knowledge simultaneously. By delving into the analysis of knock-on feature
hierarchy, we find that incremental learning typically progresses from
low\-level representations to higher\-level semantics, whereas forgetting tends
to occur in the opposite direction\-starting from high-level semantics and
moving down to low-level features. Building upon this, we propose to benchmark
the knowledge swapping task with the strategy of \textit{Learning Before
Forgetting}. Comprehensive experiments on various tasks like image
classification, object detection, and semantic segmentation validate the
effectiveness of the proposed strategy. The source code is available at
\href{https://github.com/xingmingyu123456/KnowledgeSwapping}{https://github.com/xingmingyu123456/KnowledgeSwapping}.","Mingyu Xing, Lechao Cheng, Shenggeng Tang, Yaxiong Wang, Zhun Zhong, Meng Wang",2025-02-12 02:37:16.000000,arXiv,http://arxiv.org/abs/2502.08075v1,Computer Vision
574,Collaborative Filtering Meets Spectrum Shift: Connecting User-Item Interaction with Graph-Structured Side Information,"Graph Neural Network (GNN) has demonstrated their superiority in
collaborative filtering, where the user-item (U-I) interaction bipartite graph
serves as the fundamental data format. However, when graph-structured side
information (e.g., multimodal similarity graphs or social networks) is
integrated into the U-I bipartite graph, existing graph collaborative filtering
methods fall short of achieving satisfactory performance. We quantitatively
analyze this problem from a spectral perspective. Recall that a bipartite graph
possesses a full spectrum within the range of [-1, 1], with the highest
frequency exactly achievable at -1 and the lowest frequency at 1; however, we
observe as more side information is incorporated, the highest frequency of the
augmented adjacency matrix progressively shifts rightward. This spectrum shift
phenomenon has caused previous approaches built for the full spectrum [-1, 1]
to assign mismatched importance to different frequencies. To this end, we
propose Spectrum Shift Correction (dubbed SSC), incorporating shifting and
scaling factors to enable spectral GNNs to adapt to the shifted spectrum.
Unlike previous paradigms of leveraging side information, which necessitate
tailored designs for diverse data types, SSC directly connects traditional
graph collaborative filtering with any graph-structured side information.
Experiments on social and multimodal recommendation demonstrate the
effectiveness of SSC, achieving relative improvements of up to 23% without
incurring any additional computational overhead.","Yunhang He, Cong Xu, Jun Wang, Wei Zhang",2025-02-12 02:24:26.000000,arXiv,http://arxiv.org/abs/2502.08071v1,Information Retrieval
575,Multi-Agent Performative Prediction Beyond the Insensitivity Assumption: A Case Study for Mortgage Competition,"Performative prediction models account for feedback loops in decision-making
processes where predictions influence future data distributions. While existing
work largely assumes insensitivity of data distributions to small strategy
changes, this assumption usually fails in real-world competitive (i.e.
multi-agent) settings. For example, in Bertrand-type competitions, a small
reduction in one firm's price can lead that firm to capture the entire demand,
while all others sharply lose all of their customers.
  We study a representative setting of multi-agent performative prediction in
which insensitivity assumptions do not hold, and investigate the convergence of
natural dynamics. To do so, we focus on a specific game that we call the ''Bank
Game'', where two lenders compete over interest rates and credit score
thresholds. Consumers act similarly as to in a Bertrand Competition, with each
consumer selecting the firm with the lowest interest rate that they are
eligible for based on the firms' credit thresholds. Our analysis characterizes
the equilibria of this game and demonstrates that when both firms use a common
and natural no-regret learning dynamic -- exponential weights -- with proper
initialization, the dynamics always converge to stable outcomes despite the
general-sum structure. Notably, our setting admits multiple stable equilibria,
with convergence dependent on initial conditions. We also provide theoretical
convergence results in the stochastic case when the utility matrix is not fully
known, but each learner can observe sufficiently many samples of consumers at
each time step to estimate it, showing robustness to slight mis-specifications.
Finally, we provide experimental results that validate our theoretical
findings.","Guanghui Wang, Krishna Acharya, Lokranjan Lakshmikanthan, Vidya Muthukumar, Juba Ziani",2025-02-12 02:04:46.000000,arXiv,http://arxiv.org/abs/2502.08063v1,Other
576,On Mechanistic Circuits for Extractive Question-Answering,"Large language models are increasingly used to process documents and
facilitate question-answering on them. In our paper, we extract mechanistic
circuits for this real-world language modeling task: context-augmented language
modeling for extractive question-answering (QA) tasks and understand the
potential benefits of circuits towards downstream applications such as data
attribution to context information. We extract circuits as a function of
internal model components (e.g., attention heads, MLPs) using causal mediation
analysis techniques. Leveraging the extracted circuits, we first understand the
interplay between the model's usage of parametric memory and retrieved context
towards a better mechanistic understanding of context-augmented language
models. We then identify a small set of attention heads in our circuit which
performs reliable data attribution by default, thereby obtaining attribution
for free in just the model's forward pass. Using this insight, we then
introduce ATTNATTRIB, a fast data attribution algorithm which obtains
state-of-the-art attribution results across various extractive QA benchmarks.
Finally, we show the possibility to steer the language model towards answering
from the context, instead of the parametric memory by using the attribution
from ATTNATTRIB as an additional signal during the forward pass. Beyond
mechanistic understanding, our paper provides tangible applications of circuits
in the form of reliable data attribution and model steering.","Samyadeep Basu, Vlad Morariu, Zichao Wang, Ryan Rossi, Cherry Zhao, Soheil Feizi, Varun Manjunatha",2025-02-12 01:54:21.000000,arXiv,http://arxiv.org/abs/2502.08059v1,Natural Language Processing
577,Color Universal Design Neural Network for the Color Vision Deficiencies,"Information regarding images should be visually understood by anyone,
including those with color deficiency. However, such information is not
recognizable if the color that seems to be distorted to the color deficiencies
meets an adjacent object. The aim of this paper is to propose a color universal
design network, called CUD-Net, that generates images that are visually
understandable by individuals with color deficiency. CUD-Net is a convolutional
deep neural network that can preserve color and distinguish colors for input
images by regressing the node point of a piecewise linear function and using a
specific filter for each image. To generate CUD images for color deficiencies,
we follow a four-step process. First, we refine the CUD dataset based on
specific criteria by color experts. Second, we expand the input image
information through pre-processing that is specialized for color deficiency
vision. Third, we employ a multi-modality fusion architecture to combine
features and process the expanded images. Finally, we propose a conjugate loss
function based on the composition of the predicted image through the model to
address one-to-many problems that arise from the dataset. Our approach is able
to produce high-quality CUD images that maintain color and contrast stability.
The code for CUD-Net is available on the GitHub repository","Sunyong Seo, Jinho Park",2025-02-12 01:53:15.000000,arXiv,http://arxiv.org/abs/2502.08671v1,Other
578,General Coded Computing: Adversarial Settings,"Conventional coded computing frameworks are predominantly tailored for
structured computations, such as matrix multiplication and polynomial
evaluation. Such tasks allow the reuse of tools and techniques from algebraic
coding theory to improve the reliability of distributed systems in the presence
of stragglers and adversarial servers.
  This paper lays the foundation for general coded computing, which extends the
applicability of coded computing to handle a wide class of computations. In
addition, it particularly addresses the challenging problem of managing
adversarial servers. We demonstrate that, in the proposed scheme, for a system
with $N$ servers, where $\mathcal{O}(N^a)$, $a \in [0,1)$, are adversarial, the
supremum of the average approximation error over all adversarial strategies
decays at a rate of $N^{\frac{6}{5}(a-1)}$, under minimal assumptions on the
computing tasks. Furthermore, we show that within a general framework, the
proposed scheme achieves optimal adversarial robustness, in terms of maximum
number of adversarial servers it can tolerate. This marks a significant step
toward practical and reliable general coded computing. Implementation results
further validate the effectiveness of the proposed method in handling various
computations, including inference in deep neural networks.","Parsa Moradi, Hanzaleh Akbarinodehi, Mohammad Ali Maddah-Ali",2025-02-12 01:50:12.000000,arXiv,http://arxiv.org/abs/2502.08058v1,Other
