title,abstract,url,domain_task,keywords
Select before Act: Spatially Decoupled Action Repetition for Continuous Control,"Reinforcement Learning (RL) has achieved remarkable success in various
continuous control tasks, such as robot manipulation and locomotion. Different
to mainstream RL which makes decisions at individual steps, recent studies have
incorporated action repetition into RL, achieving enhanced action persistence
with improved sample efficiency and superior performance. However, existing
methods treat all action dimensions as a whole during repetition, ignoring
variations among them. This constraint leads to inflexibility in decisions,
which reduces policy agility with inferior effectiveness. In this work, we
propose a novel repetition framework called SDAR, which implements Spatially
Decoupled Action Repetition through performing closed-loop act-or-repeat
selection for each action dimension individually. SDAR achieves more flexible
repetition strategies, leading to an improved balance between action
persistence and diversity. Compared to existing repetition frameworks, SDAR is
more sample efficient with higher policy performance and reduced action
fluctuation. Experiments are conducted on various continuous control scenarios,
demonstrating the effectiveness of spatially decoupled repetition design
proposed in this work.",http://arxiv.org/abs/2502.06919v1,Reinforcement Learning,"action, repetition, rl, sdar, continuous"
Illegal Waste Detection in Remote Sensing Images: A Case Study,"Environmental crime currently represents the third largest criminal activity
worldwide while threatening ecosystems as well as human health. Among the
crimes related to this activity, improper waste management can nowadays be
countered more easily thanks to the increasing availability and decreasing cost
of Very-High-Resolution Remote Sensing images, which enable semi-automatic
territory scanning in search of illegal landfills. This paper proposes a
pipeline, developed in collaboration with professionals from a local
environmental agency, for detecting candidate illegal dumping sites leveraging
a classifier of Remote Sensing images. To identify the best configuration for
such classifier, an extensive set of experiments was conducted and the impact
of diverse image characteristics and training settings was thoroughly analyzed.
The local environmental agency was then involved in an experimental exercise
where outputs from the developed classifier were integrated in the experts'
everyday work, resulting in time savings with respect to manual
photo-interpretation. The classifier was eventually run with valuable results
on a location outside of the training area, highlighting potential for
cross-border applicability of the proposed pipeline.",http://arxiv.org/abs/2502.06607v1,Recommendation System,"classifier, environmental, activity, remote, sensing"
"MaterialFusion: High-Quality, Zero-Shot, and Controllable Material Transfer with Diffusion Models","Manipulating the material appearance of objects in images is critical for
applications like augmented reality, virtual prototyping, and digital content
creation. We present MaterialFusion, a novel framework for high-quality
material transfer that allows users to adjust the degree of material
application, achieving an optimal balance between new material properties and
the object's original features. MaterialFusion seamlessly integrates the
modified object into the scene by maintaining background consistency and
mitigating boundary artifacts. To thoroughly evaluate our approach, we have
compiled a dataset of real-world material transfer examples and conducted
complex comparative analyses. Through comprehensive quantitative evaluations
and user studies, we demonstrate that MaterialFusion significantly outperforms
existing methods in terms of quality, user control, and background
preservation. Code is available at
https://github.com/ControlGenAI/MaterialFusion.",http://arxiv.org/abs/2502.06606v2,Reinforcement Learning,"material, materialfusion, quality, transfer, object"
Amortized In-Context Bayesian Posterior Estimation,"Bayesian inference provides a natural way of incorporating prior beliefs and
assigning a probability measure to the space of hypotheses. Current solutions
rely on iterative routines like Markov Chain Monte Carlo (MCMC) sampling and
Variational Inference (VI), which need to be re-run whenever new observations
are available. Amortization, through conditional estimation, is a viable
strategy to alleviate such difficulties and has been the guiding principle
behind simulation-based inference, neural processes and in-context methods
using pre-trained models. In this work, we conduct a thorough comparative
analysis of amortized in-context Bayesian posterior estimation methods from the
lens of different optimization objectives and architectural choices. Such
methods train an amortized estimator to perform posterior parameter inference
by conditioning on a set of data examples passed as context to a sequence model
such as a transformer. In contrast to language models, we leverage permutation
invariant architectures as the true posterior is invariant to the ordering of
context examples. Our empirical study includes generalization to
out-of-distribution tasks, cases where the assumed underlying model is
misspecified, and transfer from simulated to real problems. Subsequently, it
highlights the superiority of the reverse KL estimator for predictive problems,
especially when combined with the transformer architecture and normalizing
flows.",http://arxiv.org/abs/2502.06601v1,Recommendation System,"inference, context, methods, posterior, bayesian"
Evaluation of Multilingual Image Captioning: How far can we get with CLIP models?,"The evaluation of image captions, looking at both linguistic fluency and
semantic correspondence to visual contents, has witnessed a significant effort.
Still, despite advancements such as the CLIPScore metric, multilingual
captioning evaluation has remained relatively unexplored. This work presents
several strategies, and extensive experiments, related to evaluating CLIPScore
variants in multilingual settings. To address the lack of multilingual test
data, we consider two different strategies: (1) using quality aware
machine-translated datasets with human judgements, and (2) re-purposing
multilingual datasets that target semantic inference and reasoning. Our results
highlight the potential of finetuned multilingual models to generalize across
languages and to handle complex linguistic challenges. Tests with
machine-translated data show that multilingual CLIPScore models can maintain a
high correlation with human judgements across different languages, and
additional tests with natively multilingual and multicultural data further
attest to the high-quality assessments.",http://arxiv.org/abs/2502.06600v1,Recommendation System,"multilingual, clipscore, data, evaluation, linguistic"
Continual Release Moment Estimation with Differential Privacy,"We propose Joint Moment Estimation (JME), a method for continually and
privately estimating both the first and second moments of data with reduced
noise compared to naive approaches. JME uses the matrix mechanism and a joint
sensitivity analysis to allow the second moment estimation with no additional
privacy cost, thereby improving accuracy while maintaining privacy. We
demonstrate JME's effectiveness in two applications: estimating the running
mean and covariance matrix for Gaussian density estimation, and model training
with DP-Adam on CIFAR-10.",http://arxiv.org/abs/2502.06597v1,Recommendation System,"estimation, jme, joint, moment, estimating"
A Large-scale AI-generated Image Inpainting Benchmark,"Recent advances in generative models enable highly realistic image
manipulations, creating an urgent need for robust forgery detection methods.
Current datasets for training and evaluating these methods are limited in scale
and diversity. To address this, we propose a methodology for creating
high-quality inpainting datasets and apply it to create DiQuID, comprising over
95,000 inpainted images generated from 78,000 original images sourced from
MS-COCO, RAISE, and OpenImages. Our methodology consists of three components:
(1) Semantically Aligned Object Replacement (SAOR) that identifies suitable
objects through instance segmentation and generates contextually appropriate
prompts, (2) Multiple Model Image Inpainting (MMII) that employs various
state-of-the-art inpainting pipelines primarily based on diffusion models to
create diverse manipulations, and (3) Uncertainty-Guided Deceptiveness
Assessment (UGDA) that evaluates image realism through comparative analysis
with originals. The resulting dataset surpasses existing ones in diversity,
aesthetic quality, and technical quality. We provide comprehensive benchmarking
results using state-of-the-art forgery detection methods, demonstrating the
dataset's effectiveness in evaluating and improving detection algorithms.
Through a human study with 42 participants on 1,000 images, we show that while
humans struggle with images classified as deceiving by our methodology, models
trained on our dataset maintain high performance on these challenging cases.
Code and dataset are available at https://github.com/mever-team/DiQuID.",http://arxiv.org/abs/2502.06593v1,Recommendation System,"images, dataset, models, image, detection"
Diffeomorphic Temporal Alignment Nets for Time-series Joint Alignment and Averaging,"In time-series analysis, nonlinear temporal misalignment remains a pivotal
challenge that forestalls even simple averaging. Since its introduction, the
Diffeomorphic Temporal Alignment Net (DTAN), which we first introduced (Weber
et al., 2019) and further developed in (Weber & Freifeld, 2023), has proven
itself as an effective solution for this problem (these conference papers are
earlier partial versions of the current manuscript). DTAN predicts and applies
diffeomorphic transformations in an input-dependent manner, thus facilitating
the joint alignment (JA) and averaging of time-series ensembles in an
unsupervised or a weakly-supervised manner. The inherent challenges of the
weakly/unsupervised setting, particularly the risk of trivial solutions through
excessive signal distortion, are mitigated using either one of two distinct
strategies: 1) a regularization term for warps; 2) using the Inverse
Consistency Averaging Error (ICAE). The latter is a novel, regularization-free
approach which also facilitates the JA of variable-length signals. We also
further extend our framework to incorporate multi-task learning (MT-DTAN),
enabling simultaneous time-series alignment and classification. Additionally,
we conduct a comprehensive evaluation of different backbone architectures,
demonstrating their efficacy in time-series alignment tasks. Finally, we
showcase the utility of our approach in enabling Principal Component Analysis
(PCA) for misaligned time-series data. Extensive experiments across 128 UCR
datasets validate the superiority of our approach over contemporary averaging
methods, including both traditional and learning-based approaches, marking a
significant advancement in the field of time-series analysis.",http://arxiv.org/abs/2502.06591v1,Recommendation System,"time, series, averaging, alignment, analysis"
Hephaestus: Improving Fundamental Agent Capabilities of Large Language Models through Continual Pre-Training,"Due to the scarcity of agent-oriented pre-training data, LLM-based autonomous
agents typically rely on complex prompting or extensive fine-tuning, which
often fails to introduce new capabilities while preserving strong
generalizability. We introduce Hephaestus-Forge, the first large-scale
pre-training corpus designed to enhance the fundamental capabilities of LLM
agents in API function calling, intrinsic reasoning and planning, and adapting
to environmental feedback. Hephaestus-Forge comprises 103B agent-specific data
encompassing 76,537 APIs, including both tool documentation to introduce
knowledge of API functions and function calling trajectories to strengthen
intrinsic reasoning. To explore effective training protocols, we investigate
scaling laws to identify the optimal recipe in data mixing ratios. By continual
pre-training on Hephaestus-Forge, Hephaestus outperforms small- to medium-scale
open-source LLMs and rivals commercial LLMs on three agent benchmarks,
demonstrating the effectiveness of our pre-training corpus in enhancing
fundamental agentic capabilities and generalization of LLMs to new tasks or
environments.",http://arxiv.org/abs/2502.06589v1,Reinforcement Learning,"training, pre, hephaestus, agent, data"
evclust: Python library for evidential clustering,"A recent developing trend in clustering is the advancement of algorithms that
not only identify clusters within data, but also express and capture the
uncertainty of cluster membership. Evidential clustering addresses this by
using the Dempster-Shafer theory of belief functions, a framework designed to
manage and represent uncertainty. This approach results in a credal partition,
a structured set of mass functions that quantify the uncertain assignment of
each object to potential groups. The Python framework evclust, presented in
this paper, offers a suite of efficient evidence clustering algorithms as well
as tools for visualizing, evaluating and analyzing credal partitions.",http://arxiv.org/abs/2502.06587v1,Natural Language Processing,"clustering, algorithms, uncertainty, functions, framework"
Deep Reinforcement Learning based Triggering Function for Early Classifiers of Time Series,"Early Classification of Time Series (ECTS) has been recognized as an
important problem in many areas where decisions have to be taken as soon as
possible, before the full data availability, while time pressure increases.
Numerous ECTS approaches have been proposed, based on different triggering
functions, each taking into account various pieces of information related to
the incoming time series and/or the output of a classifier. Although their
performances have been empirically compared in the literature, no studies have
been carried out on the optimality of these triggering functions that involve
``man-tailored'' decision rules. Based on the same information, could there be
better triggering functions? This paper presents one way to investigate this
question by showing first how to translate ECTS problems into Reinforcement
Learning (RL) ones, where the very same information is used in the state space.
A thorough comparison of the performance obtained by ``handmade'' approaches
and their ``RL-based'' counterparts has been carried out. A second question
investigated in this paper is whether a different combination of information,
defining the state space in RL systems, can achieve even better performance.
Experiments show that the system we describe, called \textsc{Alert},
significantly outperforms its state-of-the-art competitors on a large number of
datasets.",http://arxiv.org/abs/2502.06584v1,Reinforcement Learning,"information, time, ects, based, triggering"
Adaptive Perception for Unified Visual Multi-modal Object Tracking,"Recently, many multi-modal trackers prioritize RGB as the dominant modality,
treating other modalities as auxiliary, and fine-tuning separately various
multi-modal tasks. This imbalance in modality dependence limits the ability of
methods to dynamically utilize complementary information from each modality in
complex scenarios, making it challenging to fully perceive the advantages of
multi-modal. As a result, a unified parameter model often underperforms in
various multi-modal tracking tasks. To address this issue, we propose APTrack,
a novel unified tracker designed for multi-modal adaptive perception. Unlike
previous methods, APTrack explores a unified representation through an equal
modeling strategy. This strategy allows the model to dynamically adapt to
various modalities and tasks without requiring additional fine-tuning between
different tasks. Moreover, our tracker integrates an adaptive modality
interaction (AMI) module that efficiently bridges cross-modality interactions
by generating learnable tokens. Experiments conducted on five diverse
multi-modal datasets (RGBT234, LasHeR, VisEvent, DepthTrack, and VOT-RGBD2022)
demonstrate that APTrack not only surpasses existing state-of-the-art unified
multi-modal trackers but also outperforms trackers designed for specific
multi-modal tasks.",http://arxiv.org/abs/2502.06583v1,Recommendation System,"multi, modal, modality, tasks, unified"
A Survey on Video Analytics in Cloud-Edge-Terminal Collaborative Systems,"The explosive growth of video data has driven the development of distributed
video analytics in cloud-edge-terminal collaborative (CETC) systems, enabling
efficient video processing, real-time inference, and privacy-preserving
analysis. Among multiple advantages, CETC systems can distribute video
processing tasks and enable adaptive analytics across cloud, edge, and terminal
devices, leading to breakthroughs in video surveillance, autonomous driving,
and smart cities. In this survey, we first analyze fundamental architectural
components, including hierarchical, distributed, and hybrid frameworks,
alongside edge computing platforms and resource management mechanisms. Building
upon these foundations, edge-centric approaches emphasize on-device processing,
edge-assisted offloading, and edge intelligence, while cloud-centric methods
leverage powerful computational capabilities for complex video understanding
and model training. Our investigation also covers hybrid video analytics
incorporating adaptive task offloading and resource-aware scheduling techniques
that optimize performance across the entire system. Beyond conventional
approaches, recent advances in large language models and multimodal integration
reveal both opportunities and challenges in platform scalability, data
protection, and system reliability. Future directions also encompass
explainable systems, efficient processing mechanisms, and advanced video
analytics, offering valuable insights for researchers and practitioners in this
dynamic field.",http://arxiv.org/abs/2502.06581v2,Recommendation System,"video, edge, analytics, processing, cloud"
The Minimal Search Space for Conditional Causal Bandits,"Causal knowledge can be used to support decision-making problems. This has
been recognized in the causal bandits literature, where a causal (multi-armed)
bandit is characterized by a causal graphical model and a target variable. The
arms are then interventions on the causal model, and rewards are samples of the
target variable. Causal bandits were originally studied with a focus on hard
interventions. We focus instead on cases where the arms are conditional
interventions, which more accurately model many real-world decision-making
problems by allowing the value of the intervened variable to be chosen based on
the observed values of other variables. This paper presents a graphical
characterization of the minimal set of nodes guaranteed to contain the optimal
conditional intervention, which maximizes the expected reward. We then propose
an efficient algorithm with a time complexity of $O(|V| + |E|)$ to identify
this minimal set of nodes. We prove that the graphical characterization and the
proposed algorithm are correct. Finally, we empirically demonstrate that our
algorithm significantly prunes the search space and substantially accelerates
convergence rates when integrated into standard multi-armed bandit algorithms.",http://arxiv.org/abs/2502.06577v1,Reinforcement Learning,"causal, graphical, model, variable, interventions"
Predictive Red Teaming: Breaking Policies Without Breaking Robots,"Visuomotor policies trained via imitation learning are capable of performing
challenging manipulation tasks, but are often extremely brittle to lighting,
visual distractors, and object locations. These vulnerabilities can depend
unpredictably on the specifics of training, and are challenging to expose
without time-consuming and expensive hardware evaluations. We propose the
problem of predictive red teaming: discovering vulnerabilities of a policy with
respect to environmental factors, and predicting the corresponding performance
degradation without hardware evaluations in off-nominal scenarios. In order to
achieve this, we develop RoboART: an automated red teaming (ART) pipeline that
(1) modifies nominal observations using generative image editing to vary
different environmental factors, and (2) predicts performance under each
variation using a policy-specific anomaly detector executed on edited
observations. Experiments across 500+ hardware trials in twelve off-nominal
conditions for visuomotor diffusion policies demonstrate that RoboART predicts
performance degradation with high accuracy (less than 0.19 average difference
between predicted and real success rates). We also demonstrate how predictive
red teaming enables targeted data collection: fine-tuning with data collected
under conditions predicted to be adverse boosts baseline performance by 2-7x.",http://arxiv.org/abs/2502.06575v1,Reinforcement Learning,"performance, hardware, red, teaming, nominal"
On the Impact of the Utility in Semivalue-based Data Valuation,"Semivalue-based data valuation in machine learning (ML) quantifies the
contribution of individual data points to a downstream ML task by leveraging
principles from cooperative game theory and the notion of utility. While this
framework has been used in practice for assessing data quality, our experiments
reveal inconsistent valuation outcomes across different utilities, albeit all
related to ML performance. Beyond raising concerns about the reliability of
data valuation, this inconsistency is challenging to interpret, as it stems
from the complex interaction of the utility with data points and semivalue
weights, which has barely been studied in prior work. In this paper, we take a
first step toward clarifying the utility impact on semivalue-based data
valuation. Specifically, we provide geometric interpretations of this impact
for a broad family of classification utilities, which includes the accuracy and
the arithmetic mean. We introduce the notion of spatial signatures: given a
semivalue, data points can be embedded into a two-dimensional space, and
utility functions map to the dual of this space. This geometric perspective
separates the influence of the dataset and semivalue from that of the utility,
providing a theoretical explanation for the experimentally observed sensitivity
of valuation outcomes to the utility choice.",http://arxiv.org/abs/2502.06574v1,Recommendation System,"data, utility, semivalue, valuation, ml"
LawGPT: Knowledge-Guided Data Generation and Its Application to Legal LLM,"Large language models (LLMs), both proprietary and open-source, have
demonstrated remarkable capabilities across various natural language processing
tasks. However, they face significant limitations in legal reasoning tasks.
Proprietary models introduce data privacy risks and high inference costs, while
open-source models underperform due to insufficient legal domain training data.
To address these limitations, we study data generation for legal reasoning to
improve the legal reasoning performance of open-source LLMs with the help of
proprietary LLMs. This is challenging due to the lack of legal knowledge in
proprietary LLMs and the difficulty in verifying the generated data. We propose
KgDG, a knowledge-guided data generation framework for legal reasoning. Our
framework enables leveraging legal knowledge to enhance generation diversity
and introduces a refinement and verification process to ensure the quality of
generated data. Moreover, we expand the generated dataset to further enhance
the LLM reasoning capabilities. Using KgDG, we create a synthetic legal
reasoning dataset containing 50K high-quality examples. Our trained model
LawGPT outperforms existing legal-specific LLMs and achieves performance
comparable to proprietary LLMs, demonstrating the effectiveness of KgDG and
LawGPT. Our code and resources is publicly available at
https://anonymous.4open.science/r/KgDG-45F5 .",http://arxiv.org/abs/2502.06572v1,Natural Language Processing,"legal, llms, reasoning, data, proprietary"
Membership Inference Risks in Quantized Models: A Theoretical and Empirical Study,"Quantizing machine learning models has demonstrated its effectiveness in
lowering memory and inference costs while maintaining performance levels
comparable to the original models. In this work, we investigate the impact of
quantization procedures on the privacy of data-driven models, specifically
focusing on their vulnerability to membership inference attacks. We derive an
asymptotic theoretical analysis of Membership Inference Security (MIS),
characterizing the privacy implications of quantized algorithm weights against
the most powerful (and possibly unknown) attacks. Building on these theoretical
insights, we propose a novel methodology to empirically assess and rank the
privacy levels of various quantization procedures. Using synthetic datasets, we
demonstrate the effectiveness of our approach in assessing the MIS of different
quantizers. Furthermore, we explore the trade-off between privacy and
performance using real-world data and models in the context of molecular
modeling.",http://arxiv.org/abs/2502.06567v1,Recommendation System,"models, privacy, inference, effectiveness, performance"
Leveraging GPT-4o Efficiency for Detecting Rework Anomaly in Business Processes,"This paper investigates the effectiveness of GPT-4o-2024-08-06, one of the
Large Language Models (LLM) from OpenAI, in detecting business process
anomalies, with a focus on rework anomalies. In our study, we developed a
GPT-4o-based tool capable of transforming event logs into a structured format
and identifying reworked activities within business event logs. The analysis
was performed on a synthetic dataset designed to contain rework anomalies but
free of loops. To evaluate the anomaly detection capabilities of GPT
4o-2024-08-06, we used three prompting techniques: zero-shot, one-shot, and
few-shot. These techniques were tested on different anomaly distributions,
namely normal, uniform, and exponential, to identify the most effective
approach for each case. The results demonstrate the strong performance of
GPT-4o-2024-08-06. On our dataset, the model achieved 96.14% accuracy with
one-shot prompting for the normal distribution, 97.94% accuracy with few-shot
prompting for the uniform distribution, and 74.21% accuracy with few-shot
prompting for the exponential distribution. These results highlight the model's
potential as a reliable tool for detecting rework anomalies in event logs and
how anomaly distribution and prompting strategy influence the model's
performance.",http://arxiv.org/abs/2502.06918v1,Natural Language Processing,"shot, prompting, anomalies, distribution, rework"
Robust Scatter Matrix Estimation for Elliptical Distributions in Polynomial Time,"We study the problem of computationally efficient robust estimation of
scatter matrices of elliptical distributions under the strong contamination
model. We design polynomial time algorithms that achieve dimension-independent
error in Frobenius norm.
  Our first result is a sequence of efficient algorithms that approaches nearly
optimal error. Specifically, under a mild assumption on the eigenvalues of the
scatter matrix $\Sigma$, for every $t \in \mathbb{N}$, we design an estimator
that, given $n = d^{O(t)}$ samples, in time $n^{O(t)}$ finds $\hat{\Sigma}$
such that $ \Vert{\Sigma^{-1/2}\, ({\hat{\Sigma} - \Sigma})\,
\Sigma^{-1/2}}\Vert_{\text{F}} \le O(t \cdot \varepsilon^{1-\frac{1}{t}})$,
where $\varepsilon$ is the fraction of corruption. We do not require any
assumptions on the moments of the distribution, while all previously known
computationally efficient algorithms for robust covariance/scatter estimation
with dimension-independent error rely on strong assumptions on the moments,
such as sub-Gaussianity or (certifiable) hypercontractivity.
  Furthermore, under a stronger assumption on the eigenvalues of $\Sigma$
(that, in particular, is satisfied by all matrices with constant condition
number),
  we provide a fast (sub-quadratic in the input size) algorithm that, given
nearly optimal number of samples $n = \tilde{O}(d^2/\varepsilon)$, in time
$\tilde{O}({nd^2 poly(1/\varepsilon)})$ finds $\hat{\Sigma}$ such that
$\Vert\hat{\Sigma} - \Sigma\Vert_{\text{F}} \le O(\Vert{\Sigma}\Vert \cdot
\sqrt{\varepsilon})$.
  Our approach is based on robust covariance estimation of the spatial sign
(the projection onto the sphere of radius $\sqrt{d}$) of elliptical
distributions.",http://arxiv.org/abs/2502.06564v1,Recommendation System,"efficient, robust, estimation, scatter, time"
Can We Trust AI Benchmarks? An Interdisciplinary Review of Current Issues in AI Evaluation,"Quantitative Artificial Intelligence (AI) Benchmarks have emerged as
fundamental tools for evaluating the performance, capability, and safety of AI
models and systems. Currently, they shape the direction of AI development and
are playing an increasingly prominent role in regulatory frameworks. As their
influence grows, however, so too does concerns about how and with what effects
they evaluate highly sensitive topics such as capabilities, including
high-impact capabilities, safety and systemic risks. This paper presents an
interdisciplinary meta-review of about 100 studies that discuss shortcomings in
quantitative benchmarking practices, published in the last 10 years. It brings
together many fine-grained issues in the design and application of benchmarks
(such as biases in dataset creation, inadequate documentation, data
contamination, and failures to distinguish signal from noise) with broader
sociotechnical issues (such as an over-focus on evaluating text-based AI models
according to one-time testing logic that fails to account for how AI models are
increasingly multimodal and interact with humans and other technical systems).
Our review also highlights a series of systemic flaws in current benchmarking
practices, such as misaligned incentives, construct validity issues, unknown
unknowns, and problems with the gaming of benchmark results. Furthermore, it
underscores how benchmark practices are fundamentally shaped by cultural,
commercial and competitive dynamics that often prioritise state-of-the-art
performance at the expense of broader societal concerns. By providing an
overview of risks associated with existing benchmarking procedures, we
problematise disproportionate trust placed in benchmarks and contribute to
ongoing efforts to improve the accountability and relevance of quantitative AI
benchmarks within the complexities of real-world scenarios.",http://arxiv.org/abs/2502.06559v1,Recommendation System,"ai, benchmarks, quantitative, models, benchmarking"
Is API Access to LLMs Useful for Generating Private Synthetic Tabular Data?,"Differentially private (DP) synthetic data is a versatile tool for enabling
the analysis of private data. Recent advancements in large language models
(LLMs) have inspired a number of algorithm techniques for improving DP
synthetic data generation. One family of approaches uses DP finetuning on the
foundation model weights; however, the model weights for state-of-the-art
models may not be public. In this work we propose two DP synthetic tabular data
algorithms that only require API access to the foundation model. We adapt the
Private Evolution algorithm (Lin et al., 2023; Xie et al., 2024) -- which was
designed for image and text data -- to the tabular data domain. In our
extension of Private Evolution, we define a query workload-based distance
measure, which may be of independent interest. We propose a family of
algorithms that use one-shot API access to LLMs, rather than adaptive queries
to the LLM. Our findings reveal that API-access to powerful LLMs does not
always improve the quality of DP synthetic data compared to established
baselines that operate without such access. We provide insights into the
underlying reasons and propose improvements to LLMs that could make them more
effective for this application.",http://arxiv.org/abs/2502.06555v1,Recommendation System,"data, dp, private, synthetic, llms"
Diffusion Models for Computational Neuroimaging: A Survey,"Computational neuroimaging involves analyzing brain images or signals to
provide mechanistic insights and predictive tools for human cognition and
behavior. While diffusion models have shown stability and high-quality
generation in natural images, there is increasing interest in adapting them to
analyze brain data for various neurological tasks such as data enhancement,
disease diagnosis and brain decoding. This survey provides an overview of
recent efforts to integrate diffusion models into computational neuroimaging.
We begin by introducing the common neuroimaging data modalities, follow with
the diffusion formulations and conditioning mechanisms. Then we discuss how the
variations of the denoising starting point, condition input and generation
target of diffusion models are developed and enhance specific neuroimaging
tasks. For a comprehensive overview of the ongoing research, we provide a
publicly available repository at https://github.com/JoeZhao527/dm4neuro.",http://arxiv.org/abs/2502.06552v1,Recommendation System,"neuroimaging, diffusion, brain, models, data"
Data Augmentation and Regularization for Learning Group Equivariance,"In many machine learning tasks, known symmetries can be used as an inductive
bias to improve model performance. In this paper, we consider learning group
equivariance through training with data augmentation. We summarize results from
a previous paper of our own, and extend the results to show that equivariance
of the trained model can be achieved through training on augmented data in
tandem with regularization.",http://arxiv.org/abs/2502.06547v1,Recommendation System,"learning, model, paper, equivariance, training"
Krum Federated Chain (KFC): Using blockchain to defend against adversarial attacks in Federated Learning,"Federated Learning presents a nascent approach to machine learning, enabling
collaborative model training across decentralized devices while safeguarding
data privacy. However, its distributed nature renders it susceptible to
adversarial attacks. Integrating blockchain technology with Federated Learning
offers a promising avenue to enhance security and integrity. In this paper, we
tackle the potential of blockchain in defending Federated Learning against
adversarial attacks. First, we test Proof of Federated Learning, a well known
consensus mechanism designed ad-hoc to federated contexts, as a defense
mechanism demonstrating its efficacy against Byzantine and backdoor attacks
when at least one miner remains uncompromised. Second, we propose Krum
Federated Chain, a novel defense strategy combining Krum and Proof of Federated
Learning, valid to defend against any configuration of Byzantine or backdoor
attacks, even when all miners are compromised. Our experiments conducted on
image classification datasets validate the effectiveness of our proposed
approaches.",http://arxiv.org/abs/2502.06917v1,Recommendation System,"federated, learning, attacks, adversarial, blockchain"
Dimension-free Regret for Learning Asymmetric Linear Dynamical Systems,"Previously, methods for learning marginally stable linear dynamical systems
either required the transition matrix to be symmetric or incurred regret bounds
that scale polynomially with the system's hidden dimension. In this work, we
introduce a novel method that overcomes this trade-off, achieving
dimension-free regret despite the presence of asymmetric matrices and marginal
stability. Our method combines spectral filtering with linear predictors and
employs Chebyshev polynomials in the complex plane to construct a novel
spectral filtering basis. This construction guarantees sublinear regret in an
online learning framework, without relying on any statistical or generative
assumptions. Specifically, we prove that as long as the transition matrix has
eigenvalues with complex component bounded by $1/\mathrm{poly} \log T$, then
our method achieves regret $\tilde{O}(T^{9/10})$ when compared to the best
linear dynamical predictor in hindsight.",http://arxiv.org/abs/2502.06545v1,Recommendation System,"regret, linear, method, learning, dynamical"
Sequence Transferability and Task Order Selection in Continual Learning,"In continual learning, understanding the properties of task sequences and
their relationships to model performance is important for developing advanced
algorithms with better accuracy. However, efforts in this direction remain
underdeveloped despite encouraging progress in methodology development. In this
work, we investigate the impacts of sequence transferability on continual
learning and propose two novel measures that capture the total transferability
of a task sequence, either in the forward or backward direction. Based on the
empirical properties of these measures, we then develop a new method for the
task order selection problem in continual learning. Our method can be shown to
offer a better performance than the conventional strategy of random task
selection.",http://arxiv.org/abs/2502.06544v1,Recommendation System,"task, continual, learning, properties, performance"
Unsupervised Learning for Feature Extraction and Temporal Alignment of 3D+t Point Clouds of Zebrafish Embryos,"Zebrafish are widely used in biomedical research and developmental stages of
their embryos often need to be synchronized for further analysis. We present an
unsupervised approach to extract descriptive features from 3D+t point clouds of
zebrafish embryos and subsequently use those features to temporally align
corresponding developmental stages. An autoencoder architecture is proposed to
learn a descriptive representation of the point clouds and we designed a deep
regression network for their temporal alignment. We achieve a high alignment
accuracy with an average mismatch of only 3.83 minutes over an experimental
duration of 5.3 hours. As a fully-unsupervised approach, there is no manual
labeling effort required and unlike manual analyses the method easily scales.
Besides, the alignment without human annotation of the data also avoids any
influence caused by subjective bias.",http://arxiv.org/abs/2502.06543v1,Recommendation System,"alignment, zebrafish, developmental, stages, embryos"
Sample-efficient Learning of Concepts with Theoretical Guarantees: from Data to Concepts without Interventions,"Machine learning is a vital part of many real-world systems, but several
concerns remain about the lack of interpretability, explainability and
robustness of black-box AI systems. Concept-based models (CBM) address some of
these challenges by learning interpretable concepts from high-dimensional data,
e.g. images, which are used to predict labels. An important issue in CBMs is
concept leakage, i.e., spurious information in the learned concepts, which
effectively leads to learning ""wrong"" concepts. Current mitigating strategies
are heuristic, have strong assumptions, e.g., they assume that the concepts are
statistically independent of each other, or require substantial human
interaction in terms of both interventions and labels provided by annotators.
In this paper, we describe a framework that provides theoretical guarantees on
the correctness of the learned concepts and on the number of required labels,
without requiring any interventions. Our framework leverages causal
representation learning (CRL) to learn high-level causal variables from
low-level data, and learns to align these variables with interpretable
concepts. We propose a linear and a non-parametric estimator for this mapping,
providing a finite-sample high probability result in the linear case and an
asymptotic consistency result for the non-parametric estimator. We implement
our framework with state-of-the-art CRL methods, and show its efficacy in
learning the correct concepts in synthetic and image benchmarks.",http://arxiv.org/abs/2502.06536v1,Recommendation System,"concepts, learning, high, labels, framework"
Ignore the KL Penalty! Boosting Exploration on Critical Tokens to Enhance RL Fine-Tuning,"The ability to achieve long-term goals is a key challenge in the current
development of large language models (LLMs). To address this, pre-trained LLMs
can be fine-tuned with reinforcement learning (RL) to explore solutions that
optimize a given goal. However, exploration with LLMs is difficult, as a
balance has to be struck between discovering new solutions and staying close
enough to the pre-trained model, so as not to degrade basic capabilities. This
is typically controlled with a Kullback-Leibler (KL) penalty. In this paper, we
investigate the exploration dynamics of a small language model on a simple
arithmetic task. We show how varying degrees of pre-training influence
exploration and demonstrate the importance of ""critical tokens"" which have a
dramatic impact on the final outcome. Consequently, we introduce a simple
modification to the KL penalty that favors exploration on critical tokens,
increasing the efficiency of the RL fine-tuning stage.",http://arxiv.org/abs/2502.06533v1,Reinforcement Learning,"exploration, llms, pre, language, trained"
